species,Longitude,Latitude
Carya alba,-79.746232,36.053723
Carya alba,-82.580613,36.053783
Carya alba,-90.484478,36.054571
Carya alba,-79.117192,36.06403
Carya alba,-94.13676,36.066132
Carya alba,-78.871666,36.069622
Carya alba,-79.516327,36.074539
Carya alba,-90.944967,36.08644
Carya alba,-95.11904,36.089039
Carya alba,-94.850486,36.089472
Carya alba,-86.542778,36.099722
Carya alba,-79.248745,36.106144
Carya alba,-94.571309,36.106765
Carya alba,-78.806249,36.114907
Carya alba,-82.331526,36.117404
Carya alba,-79.15591,36.131243
Carya alba,-79.837362,36.132436
Carya alba,-93.121655,36.140474
Carya alba,-82.54382,36.141048
Carya alba,-78.843437,36.142529
Carya alba,-78.907856,36.143316
Carya alba,-83.53843,36.143428
Carya alba,-80.329498,36.144234
Carya alba,-86.80192,36.1486
Carya alba,-93.733724,36.151845
Carya alba,-79.488013,36.153408
Carya alba,-79.034348,36.15656
Carya alba,-96.101897,36.17217
Carya alba,-79.840984,36.175439
Carya alba,-94.23354,36.177856
Carya alba,-80.389162,36.183247
Carya alba,-94.7,36.1833
Carya alba,-84.067974,36.195634
Carya alba,-94.770767,36.206052
Carya alba,-91.253171,36.240324
Carya alba,-83.277297,36.261575
Carya alba,-77.888387,36.26374
Carya alba,-94.518305,36.267818
Carya alba,-86.90259,36.270942
Carya alba,-87.092628,36.291533
Carya alba,-82.367598,36.299491
Carya alba,-91.485646,36.318397
Carya alba,-94.127931,36.322702
Carya alba,-94.33487,36.336801
Carya alba,-80.276986,36.386886
Carya alba,-90.579834,36.407839
Carya alba,-89.414634,36.409099
Carya alba,-76.677275,36.433446
Carya alba,-93.659164,36.451405
Carya alba,-90.164814,36.469002
Carya alba,-94.1643,36.489076
Carya alba,-94.288513,36.490171
Carya alba,-82.48085,36.494047
Carya alba,-92.141944,36.5225
Carya alba,-94.485,36.545556
Carya alba,-93.754167,36.548056
Carya alba,-84.796696,36.551232
Carya alba,-90.0435,36.552694
Carya alba,-87.302597,36.558453
Carya alba,-76.152234,36.573521
Carya alba,-85.183156,36.581052
Carya alba,-93.0335,36.5871
Carya alba,-94.306145,36.59625
Carya alba,-88.324228,36.609803
Carya alba,-91.8747,36.6125
Carya alba,-87.273268,36.614691
Carya alba,-86.977662,36.618275
Carya alba,-96.398488,36.629189
Carya alba,-91.772425,36.642204
Carya alba,-90.840483,36.652953
Carya alba,-87.29583,36.67806
Carya alba,-93.618771,36.684381
Carya alba,-93.81944,36.69111
Carya alba,-91.019722,36.710278
Carya alba,-88.1164,36.7301
Carya alba,-79.232918,36.780926
Carya alba,-88.0493,36.78777
Carya alba,-80.477384,36.796106
Carya alba,-76.859565,36.803407
Carya alba,-93.466389,36.805278
Carya alba,-76.349082,36.805356
Carya alba,-76.720746,36.822598
Carya alba,-88.080261,36.828439
Carya alba,-94.3566,36.83756
Carya alba,-93.116111,36.849167
Carya alba,-89.527808,36.849181
Carya alba,-94.777515,36.871377
Carya alba,-94.92765,36.873767
Carya alba,-86.121483,36.889345
Carya alba,-90.278333,36.894167
Carya alba,-88.043053,36.897978
Carya alba,-93.056845,36.930055
Carya alba,-90.286389,36.930833
Carya alba,-89.6061,36.9391
Carya alba,-76.560508,36.946815
Carya alba,-88.223634,36.985541
Carya alba,-91.575278,36.986944
Carya alba,-94.6812,37.00934
Carya alba,-79.625491,37.021305
Carya alba,-94.62847,37.02446
Carya alba,-94.518263,37.046346
Carya alba,-94.63967,37.05704
Carya alba,-89.4981,37.0608
Carya alba,-80.560211,37.08841
Carya alba,-95.71,37.09
