species,Longitude,Latitude
Carya cordiformis,-83.135125,38.367528
Carya cordiformis,-78.572617,38.374521
Carya cordiformis,-83.986926,38.379934
Carya cordiformis,-82.681814,38.381516
Carya cordiformis,-87.714805,38.383299
Carya cordiformis,-96.39278,38.38552
Carya cordiformis,-94.653024,38.403466
Carya cordiformis,-83.563928,38.404987
Carya cordiformis,-89.883576,38.419156
Carya cordiformis,-94.78954,38.422363
Carya cordiformis,-95.68649,38.42381
Carya cordiformis,-96.17784,38.42414
Carya cordiformis,-83.992355,38.425197
Carya cordiformis,-96.15,38.452151
Carya cordiformis,-86.700653,38.453542
Carya cordiformis,-79.89,38.46
Carya cordiformis,-77.030022,38.466767
Carya cordiformis,-77.263261,38.468737
Carya cordiformis,-90.8036,38.4722
Carya cordiformis,-91.1028,38.4731
Carya cordiformis,-95.36035,38.47849
Carya cordiformis,-76.590184,38.485914
Carya cordiformis,-96.583056,38.492222
Carya cordiformis,-95.885287,38.4989
Carya cordiformis,-90.675962,38.503665
Carya cordiformis,-95.665591,38.514449
Carya cordiformis,-95.540802,38.525231
Carya cordiformis,-95.959859,38.528639
Carya cordiformis,-77.812525,38.529257
Carya cordiformis,-90.52054,38.530092
Carya cordiformis,-96.014312,38.543141
Carya cordiformis,-90.41666,38.55
Carya cordiformis,-75.6712,38.5638
Carya cordiformis,-94.7458,38.5875
Carya cordiformis,-92.230387,38.588763
Carya cordiformis,-95.443602,38.589591
Carya cordiformis,-95.364481,38.597584
Carya cordiformis,-90.184722,38.611387
Carya cordiformis,-77.127961,38.615383
Carya cordiformis,-90.4906,38.6233
Carya cordiformis,-95.72618,38.65202
Carya cordiformis,-77.689637,38.66637
Carya cordiformis,-96.645003,38.675881
Carya cordiformis,-77.062023,38.677854
Carya cordiformis,-77.4892,38.6881
Carya cordiformis,-78.493307,38.700972
Carya cordiformis,-91.657222,38.711389
Carya cordiformis,-77.1103,38.7189
Carya cordiformis,-93.614292,38.739717
Carya cordiformis,-94.970849,38.742979
Carya cordiformis,-93.746722,38.743124
Carya cordiformis,-88.8576,38.748
Carya cordiformis,-92.149915,38.764333
Carya cordiformis,-76.692332,38.766292
Carya cordiformis,-77.4153,38.7675
Carya cordiformis,-77.794975,38.778633
Carya cordiformis,-77.067383,38.789573
Carya cordiformis,-84.1296,38.7898
Carya cordiformis,-77.491344,38.80023
Carya cordiformis,-89.974418,38.808192
Carya cordiformis,-95.191274,38.809207
Carya cordiformis,-77.229883,38.811277
Carya cordiformis,-77.662081,38.81357
Carya cordiformis,-94.354167,38.815833
Carya cordiformis,-94.637368,38.82939
Carya cordiformis,-77.503386,38.83719
Carya cordiformis,-94.92723,38.83903
Carya cordiformis,-78.300383,38.841671
Carya cordiformis,-77.063636,38.8548
Carya cordiformis,-77.7144,38.8561
Carya cordiformis,-77.261086,38.859699
Carya cordiformis,-83.401879,38.876085
Carya cordiformis,-95.034693,38.876834
Carya cordiformis,-77.499113,38.877833
Carya cordiformis,-92.334473,38.884692
Carya cordiformis,-95.295128,38.885914
Carya cordiformis,-77.119811,38.888869
Carya cordiformis,-77.0306,38.8892
Carya cordiformis,-94.841046,38.896048
Carya cordiformis,-96.862586,38.899265
Carya cordiformis,-78.074566,38.901352
Carya cordiformis,-77.6744,38.9025
Carya cordiformis,-79.704836,38.912319
Carya cordiformis,-76.510285,38.918945
Carya cordiformis,-95.032848,38.922604
Carya cordiformis,-76.820237,38.924163
Carya cordiformis,-88.255498,38.929832
Carya cordiformis,-77.045832,38.932577
Carya cordiformis,-95.433334,38.933334
Carya cordiformis,-79.965359,38.933806
Carya cordiformis,-90.209588,38.934912
Carya cordiformis,-80.431508,38.935962
Carya cordiformis,-83.355744,38.937774
Carya cordiformis,-77.120353,38.939741
Carya cordiformis,-91.470209,38.941491
Carya cordiformis,-76.697141,38.944469
Carya cordiformis,-92.446573,38.946228
Carya cordiformis,-78.29358,38.950285
Carya cordiformis,-75.934925,38.950619
Carya cordiformis,-92.333889,38.951667
Carya cordiformis,-96.28859,38.9573
Carya cordiformis,-84.717583,38.964175
Carya cordiformis,-77.173094,38.966306
Carya cordiformis,-77.0767,38.9711
Carya cordiformis,-79.323053,38.976712
Carya cordiformis,-79.753611,38.978611
Carya cordiformis,-94.78769,38.98178
Carya cordiformis,-77.2436,38.985
